CustomerID,Recency,CustomerLifetime,Frequency,Monetary,AvgOrderValue,AvgQuantity,UniqueProducts,HighValueCustomer,Cluster
12424,162,0,2,1760.96,58.69866666666667,24.666666666666668,30,1,1
12425,77,0,1,777.2,21.58888888888889,13.777777777777779,36,0,0
12426,194,0,1,582.73,19.424333333333333,8.6,30,0,1
12427,21,349,3,825.8,26.638709677419353,17.193548387096776,26,0,0
12428,25,257,9,7956.46,27.062789115646257,12.02721088435374,258,1,0
12429,8,356,4,3750.4,38.66391752577319,16.051546391752577,82,1,0
12430,42,0,1,256.4,23.30909090909091,10.636363636363637,11,0,0
12431,35,338,15,6487.45,27.606170212765957,12.36595744680851,163,1,3
12432,42,129,5,5059.32,46.845555555555556,16.675925925925927,107,1,0
12433,0,372,7,13375.87,31.847309523809525,26.35952380952381,219,1,0
12434,84,175,2,806.14,16.122799999999998,7.88,46,0,0
12435,79,188,2,7829.89,217.49694444444447,57.083333333333336,31,1,0
12436,99,0,1,509.01,31.813125,13.1875,16,0,0
12437,1,329,18,4951.41,24.88145728643216,14.683417085427136,118,1,3
12438,13,125,2,2906.85,29.66173469387755,12.040816326530612,84,1,0
12441,366,0,1,173.55,15.77727272727273,11.0,11,0,1
12442,2,0,1,172.06,14.338333333333333,15.166666666666666,12,0,0
12444,20,149,5,5005.46,28.440113636363638,6.551136363636363,138,1,0
12445,21,0,1,133.4,33.35,15.5,4,0,0
12446,57,0,1,1002.3100000000001,17.584385964912283,6.157894736842105,57,0,0
12447,242,0,1,476.49,18.326538461538462,7.3076923076923075,26,0,1
12448,43,0,1,449.45,20.429545454545455,11.045454545454545,22,0,0
12449,21,164,4,4067.29,21.294712041884818,8.13089005235602,118,1,0
12450,155,17,2,197.88,24.735,16.0,7,0,1
12451,10,313,5,9035.52,25.524067796610172,18.573446327683616,265,1,0
12452,16,0,2,430.57,19.571363636363635,8.409090909090908,21,0,0
12453,133,0,1,707.09,16.443953488372095,11.0,43,0,0
12454,55,0,1,3528.34,235.22266666666667,67.06666666666666,15,1,0
12455,72,223,6,2466.86,27.409555555555556,23.211111111111112,85,1,0
12456,43,210,3,3181.04,25.44832,13.064,105,1,0
12457,65,172,7,2363.23,38.11661290322581,13.596774193548388,53,1,0
12458,70,213,2,947.4,24.931578947368422,13.31578947368421,35,0,0
12461,93,60,2,826.88,23.62514285714286,8.2,35,0,0
12462,18,284,2,1189.59,19.186935483870965,8.64516129032258,51,0,0
12463,52,188,4,1344.78,16.202168674698793,9.349397590361447,65,0,0
12464,9,299,8,1212.05,41.79482758620689,3.8620689655172415,6,0,0
12465,16,152,2,742.1899999999999,15.79127659574468,10.191489361702128,46,0,0
12468,187,128,2,729.5400000000001,19.19842105263158,9.631578947368421,36,0,1
12471,1,362,30,19824.05,43.09576086956522,17.85217391304348,150,1,3
12472,31,336,7,6572.11,19.386755162241887,12.23598820058997,219,1,0
12473,28,162,5,3938.5499999999997,23.443749999999998,14.517857142857142,140,1,0
12474,16,312,18,7375.79,17.395731132075472,11.431603773584905,253,1,3
12475,53,0,1,723.38,20.093888888888888,14.86111111111111,36,0,0
12476,15,345,11,6816.42,29.255021459227468,10.334763948497853,177,1,0
12477,22,278,6,13219.74,44.065799999999996,12.176666666666666,191,1,0
12478,3,0,1,680.99,18.91638888888889,6.555555555555555,36,0,0
12479,10,0,1,527.2,17.006451612903227,12.419354838709678,31,0,0
12480,27,307,4,3281.63,21.309285714285714,11.084415584415584,129,1,0
12481,22,342,10,5596.32,25.789493087557602,15.225806451612904,150,1,0
12483,16,322,8,2484.98,33.133066666666664,14.8,46,1,0
12484,32,303,6,4541.72,13.126358381502891,6.332369942196531,256,1,0
12488,9,65,3,1298.66,23.612000000000002,9.618181818181819,46,0,0
12489,335,0,1,334.93,22.328666666666667,7.0,15,0,1
12490,4,324,10,5417.93,22.114,12.506122448979593,131,1,0
12491,38,0,1,460.40000000000003,17.70769230769231,10.0,25,0,0
12492,62,42,2,263.21000000000004,13.160500000000003,9.6,19,0,0
12493,165,31,2,433.74,19.715454545454545,9.409090909090908,20,0,1
12494,15,349,7,1246.1000000000001,16.183116883116885,9.181818181818182,63,0,0
12497,81,0,1,1043.1,74.50714285714285,88.28571428571429,14,0,0
12498,20,36,3,403.70000000000005,17.55217391304348,6.913043478260869,21,0,0
12500,22,310,11,4257.82,69.80032786885245,43.90163934426229,34,1,0
12501,336,0,1,2169.39,14.559664429530201,11.966442953020135,149,1,1
12502,95,214,5,3723.87,25.332448979591835,5.578231292517007,102,1,0
12504,17,12,2,482.04999999999995,53.5611111111111,10.0,6,0,0
12506,232,0,1,73.5,3.1956521739130435,1.0,23,0,1
12507,133,164,3,1304.81,62.13380952380952,42.57142857142857,19,0,0
12508,25,2,2,398.27,5.772028985507246,3.9420289855072466,57,0,0
12509,283,0,1,176.5,25.214285714285715,7.857142857142857,7,0,1
12510,142,182,2,982.5699999999999,29.774848484848484,10.696969696969697,29,0,0
12512,65,0,2,138.03,4.059705882352941,2.911764705882353,31,0,0
12513,112,0,1,612.29,17.494,13.2,35,0,0
12514,266,0,1,1017.68,19.954509803921567,8.627450980392156,51,0,1
12515,352,0,1,383.7,23.98125,8.1875,16,0,1
12516,77,102,2,1312.06,50.46384615384615,33.65384615384615,20,0,0
12517,27,161,5,2502.84,8.812816901408452,4.827464788732394,232,1,0
12518,0,109,5,2056.89,16.58782258064516,10.629032258064516,84,1,0
12519,63,0,1,340.84,18.935555555555553,10.166666666666666,17,0,0
12520,78,194,5,2634.26,17.330657894736845,9.467105263157896,121,1,0
12521,142,0,1,599.68,15.781052631578946,8.131578947368421,38,0,1
12522,38,12,2,192.72,16.06,16.166666666666668,11,0,0
12523,18,312,11,1789.77,16.884622641509434,8.160377358490566,84,1,0
12524,8,324,8,4485.72,31.150833333333335,25.6875,113,1,0
12526,0,93,3,1316.66,18.54450704225352,8.901408450704226,64,0,0
12527,81,243,3,348.71000000000004,19.37277777777778,13.0,18,0,0
12528,8,303,6,1933.48,21.01608695652174,8.217391304347826,50,1,0
12530,59,277,4,1662.28,25.186060606060607,13.833333333333334,51,1,0
12531,14,0,1,125.22,7.365882352941177,2.6470588235294117,17,0,0
12532,29,0,1,349.83000000000004,21.864375000000003,9.5625,16,0,0
12534,130,0,1,1089.18,17.28857142857143,10.333333333333334,63,0,0
12535,91,94,2,716.35,21.069117647058825,6.4411764705882355,28,0,0
12536,42,15,3,12601.830000000002,48.282873563218395,10.739463601532567,260,1,0
12538,28,0,1,363.95,17.33095238095238,9.095238095238095,21,0,0
12539,21,311,4,5568.35,20.396886446886448,7.571428571428571,157,1,0
12540,19,342,17,13400.24,28.03397489539749,13.985355648535565,277,1,3
12541,29,251,3,981.18,18.868846153846153,13.076923076923077,46,0,0
12544,35,0,1,372.7,19.61578947368421,7.157894736842105,19,0,0
12545,74,184,2,1000.39,20.0078,10.46,42,0,0
12546,46,31,2,1161.5,16.833333333333332,9.173913043478262,59,0,0
12547,197,82,2,207.79999999999998,25.974999999999998,16.75,7,0,1
12548,165,0,1,95.19999999999999,19.04,9.8,5,0,1
12550,78,0,1,964.83,16.92684210526316,9.982456140350877,57,0,0
12551,357,0,1,168.0,16.8,10.0,10,0,1
12552,38,0,2,437.82,21.891,4.4,20,0,0
12553,7,321,10,3692.28,19.33130890052356,10.287958115183246,95,1,0
12556,49,100,2,603.71,4.989338842975207,2.958677685950413,100,0,0
12557,15,355,5,11990.960000000001,363.36242424242425,132.84848484848484,15,1,0
12558,7,0,1,269.96,24.54181818181818,17.818181818181817,11,0,0
12559,310,8,2,561.71,26.74809523809524,13.476190476190476,21,0,1
12560,4,137,3,2134.01,20.323904761904764,10.571428571428571,91,1,0
12561,302,0,1,238.85,14.928125,11.0625,16,0,1
12562,7,190,7,3781.7400000000002,22.510357142857146,10.589285714285714,99,1,0
12564,260,0,1,456.9,21.757142857142856,6.333333333333333,21,0,1
12565,288,0,1,145.92,16.21333333333333,8.88888888888889,9,0,1
12566,85,0,1,351.65,18.507894736842104,13.947368421052632,19,0,0
12567,22,346,10,9401.28,21.079103139013455,9.652466367713005,323,1,0
12569,1,250,32,4124.69,21.939840425531912,9.579787234042554,92,1,3
12571,39,81,2,519.61,15.28264705882353,15.382352941176471,31,0,0
12572,8,43,2,1020.42,17.006999999999998,7.533333333333333,53,0,0
12573,226,0,1,160.54000000000002,5.733571428571429,3.0,26,0,1
12574,315,0,1,218.45,19.85909090909091,5.545454545454546,11,0,1
12576,35,268,5,1315.83,14.952613636363635,10.988636363636363,72,0,0
12577,34,323,3,657.8,4.474829931972788,3.2108843537414966,137,0,0
12578,20,308,2,2794.51,24.51324561403509,10.491228070175438,111,1,0
12579,77,0,1,440.42,15.18689655172414,9.827586206896552,29,0,0
12580,246,0,1,415.7,17.320833333333333,9.916666666666666,24,0,1
12581,39,0,1,197.71,13.180666666666667,10.733333333333333,15,0,0
12582,238,49,2,511.36,23.243636363636366,13.636363636363637,21,0,1
12583,2,370,15,7281.38,29.47927125506073,20.48582995951417,115,1,3
12584,3,276,9,2338.15,24.355729166666666,4.333333333333333,44,1,0
12585,233,117,2,2040.1,23.44942528735632,14.701149425287356,77,1,1
12586,16,0,1,196.94000000000003,17.903636363636366,7.181818181818182,11,0,0
12587,7,0,1,144.0,36.0,12.75,4,0,0
12588,38,0,1,214.89999999999998,21.49,5.3,10,0,0
12589,28,115,2,646.68,18.47657142857143,8.742857142857142,29,0,0
12590,210,0,2,9864.26,145.06264705882353,62.98529411764706,68,1,1
12591,316,0,1,452.84999999999997,17.41730769230769,8.76923076923077,26,0,1
12592,91,121,2,437.6,24.311111111111114,16.11111111111111,11,0,0
12593,108,110,3,418.09999999999997,19.909523809523808,9.80952380952381,14,0,0
12594,37,285,10,3338.2200000000003,28.290000000000003,15.059322033898304,50,1,0
12596,50,190,2,618.27,22.898888888888887,17.555555555555557,25,0,0
12597,18,248,4,3811.22,18.50106796116505,10.854368932038835,184,1,0
12598,9,275,8,3023.08,22.902121212121212,14.878787878787879,84,1,0
12599,28,275,7,1032.58,16.654516129032256,15.419354838709678,32,0,0
12600,28,342,10,2599.04,40.61,12.09375,32,1,0
12601,189,142,5,577.0600000000001,20.609285714285715,8.75,21,0,1
12602,58,0,1,153.12,12.76,13.5,12,0,0
12603,21,0,1,739.1999999999999,369.59999999999997,31.5,2,0,0
12604,78,182,2,254.18,15.88625,12.5625,15,0,0
12607,59,0,1,1579.51,15.63871287128713,12.158415841584159,101,0,0
12609,77,240,3,1126.85,18.78083333333333,10.8,57,0,0
12610,22,103,5,2099.54,19.80698113207547,9.89622641509434,85,1,0
12611,51,0,1,1193.32,18.35876923076923,13.015384615384615,65,0,0
12612,73,0,1,704.0400000000001,37.054736842105264,13.789473684210526,19,0,0
12613,56,204,5,3344.38,21.858692810457516,10.745098039215685,124,1,0
12614,277,0,1,315.6,15.780000000000001,3.8,20,0,1
12615,1,166,4,2291.19,21.820857142857143,13.104761904761904,82,1,0
12616,94,202,2,713.3,22.290625,8.875,25,0,0
12617,28,0,1,355.53,8.465,5.071428571428571,39,0,0
12618,21,0,1,177.31,16.11909090909091,8.727272727272727,11,0,0
12619,15,237,9,3641.24,40.45822222222222,37.53333333333333,50,1,0
12620,14,189,3,1339.41,14.558804347826088,12.83695652173913,89,0,0
12621,1,364,20,13689.67,29.31406852248394,15.931477516059957,261,1,3
12622,231,0,1,180.1,16.37272727272727,6.2727272727272725,11,0,1
12623,275,0,1,305.1,16.950000000000003,10.61111111111111,18,0,1
12624,105,71,2,641.13,16.87184210526316,9.342105263157896,36,0,0
12625,211,107,2,2683.82,31.207209302325584,18.74418604651163,73,1,1
12626,22,303,9,6620.48,22.51863945578231,11.744897959183673,232,1,0
12627,10,129,7,4478.53,19.47186956521739,11.965217391304348,162,1,0
12628,3,60,3,786.46,19.181951219512197,10.926829268292684,34,0,0
12630,9,34,2,1270.88,19.8575,8.5625,60,0,0
12631,56,0,1,640.5,20.661290322580644,7.612903225806452,31,0,0
12633,58,229,4,2163.98,21.425544554455445,11.504950495049505,73,1,0
12635,89,65,2,1689.18,16.724554455445546,11.603960396039604,96,1,0
12637,66,256,8,6021.9,15.440769230769229,7.697435897435898,205,1,0
12638,32,0,1,671.69,17.222820512820515,14.794871794871796,39,0,0
12639,238,0,1,486.1,22.095454545454547,9.136363636363637,22,0,1
12640,23,57,3,1174.58,22.16188679245283,5.867924528301887,47,0,0
12641,114,0,1,185.9,18.59,7.2,10,0,0
12642,24,82,3,1013.26,21.558723404255318,11.74468085106383,39,0,0
12643,127,204,6,3344.64,139.35999999999999,75.33333333333333,11,1,0
12644,129,0,1,477.91,15.416451612903227,10.483870967741936,31,0,0
12645,33,282,4,1775.18,24.31753424657534,14.849315068493151,58,1,0
12646,4,44,2,1346.97,29.932666666666666,19.933333333333334,43,0,0
12647,21,346,12,3722.82,30.76710743801653,11.826446280991735,78,1,0
12648,154,0,1,318.05,15.145238095238096,7.619047619047619,21,0,1
12649,106,105,3,623.51,20.113225806451613,18.903225806451612,28,0,0
12650,2,0,1,314.44,15.722,12.7,20,0,0
12651,334,0,1,114.0,12.666666666666666,8.666666666666666,9,0,1
12652,330,0,1,919.98,19.16625,10.520833333333334,48,0,1
12653,148,147,2,2209.85,51.391860465116274,21.372093023255815,37,1,1
12654,10,284,5,601.98,15.841578947368422,6.947368421052632,31,0,0
12656,16,216,5,4051.17,32.152142857142856,13.674603174603174,89,1,0
12657,10,67,4,1643.18,34.961276595744685,22.21276595744681,35,0,0
12658,18,0,1,686.05,19.056944444444444,8.88888888888889,36,0,0
12659,29,0,1,91.68,18.336000000000002,21.0,5,0,0
12660,10,0,1,245.1,18.853846153846153,9.76923076923077,13,0,0
12662,0,372,11,3849.78,16.73817391304348,8.947826086956521,129,1,0
12664,7,314,9,4881.88,131.94270270270272,32.513513513513516,10,1,0
12665,324,0,1,63.0,21.0,12.333333333333334,3,0,1
12667,57,0,1,620.13,18.791818181818183,11.969696969696969,33,0,0
12668,11,343,4,3807.15,23.64689440993789,10.149068322981366,115,1,0
12669,150,105,3,2744.0299999999997,27.168613861386135,11.03960396039604,98,1,1
12670,9,222,5,2996.05,32.56576086956522,15.184782608695652,58,1,0
12672,329,0,1,225.89999999999998,22.589999999999996,7.8,10,0,1
12673,4,321,2,610.52,14.536190476190475,8.357142857142858,42,0,0
12674,38,169,4,1970.6,23.742168674698792,13.650602409638553,52,1,0
12676,24,286,6,1331.39,29.586444444444446,14.88888888888889,33,0,0
12678,41,311,12,17628.46,106.83915151515151,66.2,105,1,3
12679,58,225,4,1113.02,23.187916666666666,11.541666666666666,43,0,0
12680,0,112,4,862.81,16.592499999999998,8.51923076923077,33,0,0
12681,14,353,22,13787.54,21.610564263322885,11.81191222570533,267,1,3
12682,3,367,31,12288.22,23.406133333333333,10.619047619047619,209,1,3
12683,3,361,15,8476.57,24.641191860465117,14.497093023255815,177,1,3
12684,7,205,7,2283.63,21.748857142857144,18.904761904761905,61,1,0
12685,27,65,6,2863.08,18.236178343949042,9.700636942675159,117,1,0
12686,371,0,1,89.14,12.734285714285715,15.285714285714286,7,0,1
12688,113,0,1,4873.8099999999995,28.501812865497072,17.707602339181285,171,1,0
12689,25,101,2,1247.61,17.327916666666667,8.722222222222221,57,0,0
12690,205,0,1,389.01,24.313125,6.625,16,0,1
12691,27,329,6,1035.8,32.36875,12.3125,21,0,0
12693,126,192,4,855.91,21.946410256410257,6.538461538461538,35,0,0
12694,69,112,2,869.67,23.504594594594593,13.756756756756756,32,0,0
12695,6,203,4,582.1,21.55925925925926,8.148148148148149,23,0,0
12697,28,140,3,957.59,23.355853658536585,12.390243902439025,37,0,0
12700,7,207,4,4939.99,18.432798507462685,11.07089552238806,193,1,0
12701,79,162,2,797.71,15.051132075471699,12.79245283018868,50,0,0
12702,19,0,1,219.0,18.25,4.416666666666667,12,0,0
12703,70,0,1,283.55,13.502380952380953,7.809523809523809,21,0,0
12704,6,162,8,2340.84,26.600454545454546,11.431818181818182,64,1,0
12705,14,341,9,6868.29,20.56374251497006,11.967065868263473,228,1,0
12707,291,0,1,603.42,18.285454545454545,7.757575757575758,33,0,1
12708,29,338,10,2712.91,17.27968152866242,8.32484076433121,86,1,0
12709,14,351,15,9736.52,46.81019230769231,18.923076923076923,93,1,3
12710,96,104,3,1149.02,14.922337662337663,11.051948051948052,75,0,0
12712,28,342,13,4396.13,33.053609022556394,7.984962406015038,58,1,0
12713,0,0,1,848.55,22.330263157894734,13.368421052631579,38,0,0
12714,8,285,5,4708.86,18.18092664092664,11.849420849420849,216,1,0
12715,105,0,1,353.86,16.85047619047619,9.380952380952381,20,0,0
12716,3,129,2,1053.49,15.267971014492753,10.26086956521739,60,0,0
12717,150,94,2,1030.98,18.74509090909091,9.2,49,0,1
12718,70,0,1,238.25,12.539473684210526,10.68421052631579,19,0,0
12719,4,59,2,644.95,16.53717948717949,9.58974358974359,34,0,0
12720,2,366,25,5781.73,16.332570621468925,13.19774011299435,211,1,3
12721,31,323,6,2656.13,16.497701863354038,12.167701863354038,133,1,0
12722,84,65,4,997.63,18.82320754716981,10.679245283018869,50,0,0
12723,3,61,5,725.07,10.508260869565218,6.2898550724637685,53,0,0
12724,4,327,4,1031.41,19.460566037735852,8.39622641509434,47,0,0
12725,370,0,1,427.8,17.825,6.833333333333333,24,0,1
12726,27,329,7,2609.1,21.041129032258063,25.346774193548388,57,1,0
12727,10,309,7,3980.7,28.638129496402875,15.093525179856115,109,1,0
12728,70,261,4,836.33,18.18108695652174,9.108695652173912,38,0,0
12729,113,0,1,453.01,17.423461538461538,8.961538461538462,26,0,0
12731,23,341,12,18895.91,68.96317518248175,30.791970802919707,109,1,3
12732,179,0,1,236.26000000000002,19.688333333333336,9.25,12,0,1
12733,233,0,1,383.95,17.452272727272728,6.2272727272727275,22,0,1
12734,352,0,1,110.39999999999999,27.599999999999998,22.0,4,0,1
12735,314,21,2,779.5699999999999,18.12953488372093,8.55813953488372,38,0,1
12736,332,0,1,234.0,58.5,43.25,4,0,1
12738,371,0,1,155.35,14.122727272727273,13.454545454545455,11,0,1
12739,77,20,2,1013.04,26.658947368421053,12.789473684210526,38,0,0
12740,63,0,1,427.6,15.837037037037037,12.666666666666666,27,0,0
12743,133,0,2,546.43,4.077835820895522,2.3805970149253732,114,0,0
12744,51,266,7,21279.29,95.85265765765766,23.60810810810811,178,1,3
12747,1,366,11,4196.01,40.737961165048546,12.37864077669903,42,1,0
12748,0,372,209,33719.73,7.338352557127313,5.603264417845484,1768,1,2
12749,3,209,5,4090.88,20.55718592964824,7.391959798994975,160,1,0
12750,128,0,1,275.88,18.392,9.133333333333333,15,0,0
12752,80,0,1,4366.78,82.3920754716981,42.679245283018865,53,1,0
12753,22,339,6,21429.39,108.77862944162436,57.974619289340104,132,1,0
12754,235,72,3,3010.74,47.78952380952381,102.87301587301587,49,1,1
12755,280,85,2,3811.95,952.9875,372.75,4,1,1
12756,86,0,1,112.07999999999998,28.019999999999996,36.0,4,0,0
12757,15,195,13,7857.1,21.178167115902966,6.474393530997305,237,1,3
12758,116,159,2,2791.59,28.779278350515465,22.010309278350515,84,1,0
12759,51,223,3,1531.44,16.12042105263158,9.494736842105263,81,0,0
12762,7,17,2,1898.52,27.51478260869565,17.782608695652176,62,1,0
12763,137,230,2,494.08,27.448888888888888,17.555555555555557,16,0,0
12764,316,0,1,1693.88,37.64177777777778,8.577777777777778,45,1,1
12766,3,362,7,6989.63,22.547193548387096,11.761290322580646,205,1,0
12769,238,0,1,1143.6,35.7375,11.125,32,0,1
12770,210,0,1,1351.45,112.62083333333334,61.916666666666664,12,0,1
12772,59,0,1,892.47,16.226727272727274,10.10909090909091,55,0,0
12775,16,294,5,1386.04,21.00060606060606,13.287878787878787,47,0,0
12778,19,292,6,822.23,16.4446,16.5,40,0,0
12779,37,333,8,3981.36,26.72053691275168,13.583892617449665,88,1,0
12781,63,221,2,826.74,33.0696,26.84,25,0,0
12782,4,352,5,2330.92,22.630291262135923,10.54368932038835,81,1,0
12783,1,73,6,2225.91,26.49892857142857,7.428571428571429,76,1,0
12784,8,6,2,574.42,9.73593220338983,5.084745762711864,54,0,0
12785,363,0,1,311.95,22.282142857142855,9.357142857142858,14,0,1
12787,9,182,3,463.66,23.183,13.05,17,0,0
12789,64,0,1,91.85,22.9625,1.0,4,0,0
12790,191,0,1,324.92,15.472380952380954,7.904761904761905,21,0,1
12791,373,0,1,192.60000000000002,96.30000000000001,48.5,2,0,1
12792,256,0,1,400.53999999999996,16.0216,8.68,25,0,1
12793,334,36,2,545.48,22.728333333333335,12.291666666666666,21,0,1
12794,52,45,2,860.41,19.12022222222222,13.155555555555555,43,0,0
12795,18,0,1,430.48,30.74857142857143,4.857142857142857,14,0,0
12797,365,0,1,254.03,19.540769230769232,9.076923076923077,13,0,1
12798,9,160,3,6977.04,872.13,657.0,6,1,0
12802,186,0,1,427.58,17.1032,12.56,25,0,1
12808,36,331,3,483.65000000000003,17.273214285714285,6.714285714285714,27,0,0
12809,177,0,1,489.31,19.572400000000002,8.8,25,0,1
12811,260,23,3,514.85,16.608064516129033,7.419354838709677,27,0,1
12812,44,0,1,229.64000000000001,15.309333333333335,10.933333333333334,15,0,0
12814,101,0,1,125.92,62.96,24.5,2,0,0
12815,147,50,2,1063.46,22.6268085106383,8.063829787234043,38,0,1
12816,95,80,2,572.2,19.731034482758623,4.413793103448276,27,0,0
12817,280,0,1,166.04,41.51,13.25,4,0,1
12818,261,0,1,1542.08,110.14857142857143,66.35714285714286,14,0,1
12820,2,323,4,942.34,15.97186440677966,12.23728813559322,55,0,0
12821,213,0,1,92.72,15.453333333333333,11.666666666666666,6,0,1
12822,70,16,2,948.88,20.62782608695652,11.956521739130435,41,0,0
12823,74,221,5,1759.5,351.9,46.0,1,1,0
12824,59,0,1,397.12,15.8848,9.28,25,0,0
12826,2,362,7,1474.72,16.205714285714286,11.626373626373626,58,0,0
12827,5,38,3,430.15000000000003,17.206000000000003,7.88,19,0,0
12828,2,127,6,1018.71,18.19125,8.821428571428571,46,0,0
12829,336,23,2,293.0,26.636363636363637,34.18181818181818,9,0,1
12830,37,134,6,6814.64,179.33263157894737,259.1578947368421,13,1,0
12831,261,0,1,215.05,23.894444444444446,15.0,9,0,1
12832,31,65,2,383.03,14.186296296296295,7.222222222222222,27,0,0
12833,144,0,1,417.38,17.390833333333333,6.5,24,0,1
12834,282,0,1,312.38,17.354444444444443,6.111111111111111,18,0,1
12836,58,252,4,2612.86,14.930628571428572,6.08,148,1,0
12837,172,0,1,134.1,11.174999999999999,2.0,12,0,1
12838,33,340,2,683.13,5.55390243902439,2.9186991869918697,115,0,0
12839,2,364,14,5591.42,17.80707006369427,12.124203821656051,95,1,3
12840,143,82,4,2726.77,24.13070796460177,13.371681415929203,67,1,0
12841,4,367,25,4022.35,9.577023809523808,6.564285714285714,229,1,3
12842,69,238,2,1118.99,32.9114705882353,16.08823529411765,34,0,0
12843,65,198,8,1702.26,16.526796116504855,7.58252427184466,69,1,0
12844,28,101,2,325.96000000000004,6.268461538461539,2.4038461538461537,47,0,0
12845,266,22,4,354.09,13.114444444444443,7.555555555555555,26,0,1
12847,21,0,1,871.54,9.577362637362636,9.989010989010989,72,0,0
12849,30,237,2,1050.8899999999999,20.6056862745098,12.215686274509803,47,0,0
12851,96,0,1,135.18,2.7036000000000002,2.18,43,0,0
